"id","health1","health2","health3","mcdonalds","chipotle","shake_shack","gender","age","marital_status","location","rank_chipotle","rank_mcdonalds","rank_shake_shack"
1882,5,4,5,7,7,4,"Male","30-39","separated","New Jersey",3,2,1
1883,6,3,6,7,5,4,"Male","18-29","never married","Manhattan",2,3,1
1884,5,3,4,5,2,7,"Male","30-39","married","Manhattan",1,2,3
1885,3,1,2,1,1,2,"Female","30-39","married","New Jersey",2,1,3
1886,5,1,4,5,6,5,"Male","40-49","never married","Manhattan",3,1,2
1887,1,1,1,5,3,5,"Male","30-39","married","Brooklyn",1,2,3
1888,6,3,4,6,5,5,"Female","30-39","married","New Jersey",1,3,2
1889,5,4,5,7,5,3,"Female","40-49","divorced","Manhattan",2,3,1
1890,1,1,1,2,5,1,"Male","18-29","never married","Manhattan",3,2,1
1891,1,1,1,2,4,2,"Male","40-49","never married","Manhattan",3,1,2
1892,1,1,1,3,7,4,"Male","40-49","never married","Queens",3,1,2
1893,1,1,1,2,2,4,"Female","18-29","married","Manhattan",2,1,3
1894,3,2,2,6,1,5,"Male","18-29","divorced","Manhattan",1,3,2
1895,1,1,1,4,4,4,"Male","30-39","never married","Brooklyn",2,1,3
1896,7,5,6,5,2,7,"Female","50-59","married","Brooklyn",1,2,3
1897,1,1,1,2,5,2,"Male","30-39","married","Manhattan",3,1,2
1898,7,1,2,3,3,6,"Male","40-49","never married","Manhattan",2,1,3
1899,1,1,1,5,6,3,"Male","30-39","separated","Manhattan",3,2,1
1900,7,2,4,2,2,3,"Female","30-39","never married","New Jersey",2,1,3
1901,6,1,3,2,3,2,"Female","18-29","married","Manhattan",3,1,2
1902,5,1,1,3,1,7,"Female","30-39","married","Manhattan",1,2,3
1903,4,1,1,1,5,6,"Female","18-29","married","Manhattan",2,1,3
1904,2,1,1,2,2,4,"Male","50-59","married","Brooklyn",2,1,3
1905,3,1,1,3,4,3,"Female","30-39","never married","Brooklyn",3,1,2
1906,7,1,1,3,2,7,"Female","40-49","married","Manhattan",1,2,3
1907,5,1,2,1,3,5,"Male","30-39","never married","Brooklyn",2,1,3
1908,6,1,2,1,4,5,"Female","40-49","never married","Queens",2,1,3
1909,4,2,2,2,5,2,"Male","40-49","never married","Manhattan",3,1,2
1910,7,4,5,5,2,6,"Female","30-39","never married","Queens",1,2,3
1911,4,2,4,7,4,2,"Male","40-49","never married","Manhattan",2,3,1
1912,5,1,2,1,3,5,"Male","30-39","married","Brooklyn",2,1,3
1913,4,2,3,5,7,7,"Male","40-49","widowed","Manhattan",2,1,3
1914,3,1,2,2,6,5,"Male","40-49","never married","Brooklyn",3,1,2
1915,5,1,1,3,1,6,"Male","30-39","never married","New Jersey",1,2,3
1916,5,1,5,7,4,6,"Male","30-39","never married","Manhattan",1,3,2
1917,1,1,1,5,4,7,"Male","60 or over","never married","Manhattan",1,2,3
1918,7,2,4,2,7,2,"Female","40-49","married","Queens",3,1,2
1919,4,2,2,1,4,2,"Male","40-49","married","Brooklyn",3,1,2
1920,2,1,2,6,4,2,"Female","40-49","married","Queens",2,3,1
1921,3,1,1,3,5,3,"Female","40-49","never married","Queens",3,1,2
1922,2,1,1,3,3,2,"Female","30-39","never married","Queens",3,2,1
1923,5,1,1,3,2,5,"Female","30-39","never married","Manhattan",1,2,3
1924,5,3,5,7,4,4,"Female","18-29","never married","Manhattan",1,3,2
1925,6,1,3,1,6,5,"Female","30-39","married","Manhattan",3,1,2
1926,6,5,6,7,4,5,"Female","40-49","never married","Queens",1,3,2
1927,3,2,2,2,3,5,"Female","50-59","married","Manhattan",2,1,3
1928,7,2,6,5,4,1,"Female","30-39","never married","Manhattan",2,3,1
1929,2,1,1,2,3,7,"Female","18-29","married","Brooklyn",2,1,3
1930,6,3,6,7,6,2,"Female","30-39","never married","Queens",2,3,1
1931,7,1,1,3,4,4,"Male","18-29","never married","Manhattan",2,1,3
1932,7,3,6,5,5,1,"Female","50-59","married","Manhattan",3,2,1
1933,4,4,4,7,2,6,"Female","30-39","never married","Manhattan",1,3,2
1934,2,1,1,1,6,6,"Male","40-49","never married","Queens",2,1,3
1935,5,1,2,1,3,7,"Female","18-29","married","Manhattan",2,1,3
1936,5,1,2,1,5,2,"Female","18-29","never married","Manhattan",3,1,2
1937,1,1,1,3,4,2,"Female","50-59","married","Manhattan",3,2,1
1938,4,1,2,1,7,4,"Female","30-39","married","Manhattan",3,1,2
1939,1,1,1,3,6,4,"Female","50-59","never married","Brooklyn",3,1,2
1940,7,1,1,3,5,1,"Female","50-59","never married","Manhattan",3,2,1
1941,2,2,2,5,5,4,"Female","40-49","never married","Brooklyn",3,2,1
1942,3,1,2,2,6,2,"Male","40-49","married","Brooklyn",3,1,2
1943,7,3,7,7,7,5,"Female","30-39","married","New Jersey",3,2,1
1944,1,1,1,5,1,5,"Male","40-49","never married","Brooklyn",1,2,3
1945,1,1,1,3,5,3,"Male","30-39","married","Manhattan",3,1,2
1946,3,1,1,1,3,1,"Female","30-39","never married","New Jersey",3,1,2
1947,5,1,1,3,2,5,"Female","30-39","never married","Queens",1,2,3
1948,1,1,1,6,6,4,"Male","50-59","married","Manhattan",3,2,1
1949,5,2,5,4,5,7,"Female","50-59","never married","Manhattan",2,1,3
1950,4,2,2,2,2,1,"Male","18-29","never married","Queens",3,2,1
1951,6,3,6,7,6,6,"Female","30-39","separated","Brooklyn",1,3,2
1952,2,1,2,6,3,1,"Female","18-29","married","Manhattan",2,3,1
1953,3,1,1,3,4,7,"Male","30-39","never married","Manhattan",2,1,3
1954,5,3,4,6,2,4,"Female","30-39","never married","Manhattan",1,3,2
1955,7,1,1,3,5,5,"Female","50-59","divorced","Manhattan",2,1,3
1956,6,2,2,1,2,2,"Female","18-29","married","Queens",2,1,3
1957,4,2,3,2,1,6,"Male","30-39","married","Manhattan",1,2,3
1958,6,1,1,3,2,5,"Male","40-49","married","Manhattan",1,2,3
1959,1,1,1,4,1,5,"Male","40-49","never married","Queens",1,2,3
1960,3,2,2,6,7,6,"Male","18-29","married","New Jersey",3,1,2
1961,6,1,1,3,7,4,"Male","18-29","never married","Manhattan",3,1,2
1962,6,3,4,2,4,3,"Female","30-39","never married","Brooklyn",3,1,2
1963,2,1,1,1,7,4,"Female","50-59","married","Queens",3,1,2
1964,1,1,1,4,7,2,"Male","30-39","divorced","Manhattan",3,2,1
1965,3,1,1,3,4,6,"Female","30-39","married","Manhattan",2,1,3
1966,2,1,1,2,6,2,"Female","50-59","never married","Manhattan",3,1,2
1967,1,1,1,2,3,4,"Female","40-49","never married","Brooklyn",2,1,3
1968,2,1,2,4,2,5,"Male","30-39","married","Manhattan",1,2,3
1969,3,3,3,5,7,5,"Male","30-39","separated","New Jersey",3,1,2
1970,1,1,1,1,4,4,"Male","60 or over","married","Brooklyn",2,1,3
1971,3,1,2,6,1,4,"Female","50-59","married","Manhattan",1,3,2
1972,3,3,3,4,3,5,"Female","30-39","married","Queens",1,2,3
1973,4,1,1,3,7,3,"Female","40-49","never married","Manhattan",3,1,2
1974,1,1,1,2,1,6,"Female","40-49","married","Queens",1,2,3
1975,5,5,5,7,4,2,"Female","40-49","married","Brooklyn",2,3,1
1976,6,2,2,1,1,2,"Female","30-39","never married","Queens",2,1,3
1977,5,1,1,3,4,5,"Female","30-39","separated","Manhattan",2,1,3
1978,1,1,1,3,5,2,"Female","18-29","married","Manhattan",3,2,1
1979,4,1,1,3,4,4,"Female","40-49","married","Manhattan",2,1,3
1980,3,1,3,4,4,7,"Male","18-29","never married","Manhattan",2,1,3
1981,1,1,1,2,5,3,"Female","40-49","married","Manhattan",3,1,2
1982,1,1,1,3,5,5,"Female","40-49","married","Manhattan",2,1,3
1983,1,1,1,2,1,2,"Male","50-59","married","Manhattan",1,2,3
1984,6,1,5,6,3,2,"Female","30-39","married","Queens",2,3,1
1985,4,1,2,1,3,2,"Female","50-59","married","Queens",3,1,2
1986,6,2,2,3,7,2,"Male","30-39","married","Queens",3,2,1
1987,7,2,2,1,3,5,"Female","30-39","married","Brooklyn",2,1,3
1988,1,1,1,4,2,4,"Female","40-49","never married","Manhattan",1,2,3
1989,4,1,1,3,5,2,"Female","40-49","never married","Queens",3,2,1
1990,2,1,1,2,5,6,"Male","30-39","married","Queens",2,1,3
1991,4,1,1,3,1,3,"Male","40-49","married","Manhattan",1,2,3
1992,1,1,1,1,4,6,"Male","18-29","never married","Manhattan",2,1,3
1993,3,1,2,1,3,5,"Male","30-39","married","Brooklyn",2,1,3
1994,7,3,4,2,6,2,"Female","30-39","married","Brooklyn",3,1,2
1995,4,2,2,2,4,2,"Female","50-59","married","New Jersey",3,1,2
1996,2,1,1,3,1,2,"Male","18-29","never married","Manhattan",1,3,2
1997,2,1,1,2,2,6,"Female","18-29","married","Manhattan",2,1,3
1998,7,2,3,1,4,5,"Male","18-29","separated","Manhattan",2,1,3
1999,4,1,1,3,3,7,"Male","30-39","married","Queens",2,1,3
2000,3,1,1,3,5,5,"Female","40-49","married","Brooklyn",2,1,3
