"id","quality","variety","price","distance","courteousness","atmosphere","rating_PinkBerry","rating_RedMango","rating_16Handles","rank_PinkBerry","rank_RedMango","rank_16Handles","rewardsCard_16Handles","social","gender"
2133,2,2,2,2,2,2,1,4,3,2,1,3,2,1,2
2134,2,2,2,2,1,2,1,2,2,3,1,2,2,1,2
2135,4,3,4,4,4,3,3,3,4,3,1,2,1,1,2
2136,5,4,3,5,5,5,2,5,5,3,1,2,1,3,2
2137,5,4,3,5,5,5,2,5,5,3,1,2,1,3,2
2138,5,4,3,5,3,5,2,5,5,3,1,2,2,1,2
2139,4,3,4,4,3,3,3,5,5,3,1,2,2,2,2
2140,4,3,4,4,4,4,4,3,4,3,2,1,2,1,2
2141,5,4,3,5,5,5,2,5,5,3,1,2,1,2,2
2142,5,4,3,5,5,5,2,5,5,3,1,2,2,2,2
2143,5,4,3,5,3,5,2,5,5,3,1,2,1,3,2
2144,3,5,5,3,2,2,1,4,3,2,1,3,1,2,1
2145,1,1,1,1,1,1,5,1,1,2,3,1,1,3,1
2146,5,4,3,5,5,5,2,5,5,3,1,2,2,2,1
2147,3,5,5,3,2,2,1,4,3,2,1,3,2,2,2
2148,5,4,3,5,5,5,2,5,5,3,1,2,3,2,1
2149,5,4,3,5,5,5,2,5,5,3,1,2,1,2,2
2150,4,3,4,4,4,4,4,3,4,3,2,1,1,2,2
2151,3,5,5,3,2,2,1,4,3,2,1,3,2,4,2
2152,5,4,3,5,5,5,2,5,5,3,1,2,2,1,2
2153,5,4,3,5,5,5,2,5,5,3,1,2,2,2,2
2154,3,5,5,3,2,4,4,4,3,1,2,3,1,1,2
2155,4,3,4,4,3,3,3,5,5,3,1,2,1,3,2
2156,1,1,1,1,1,1,5,1,1,2,3,1,1,4,2
2157,5,4,3,5,5,5,2,5,5,3,1,2,1,2,2
2158,1,1,1,1,1,1,5,1,1,2,3,1,2,2,1
2159,1,1,1,1,1,1,5,1,1,2,3,1,1,4,2
2160,4,3,4,4,3,3,3,5,5,3,1,2,2,2,2
2161,4,3,4,4,3,3,3,5,5,3,1,2,1,2,1
2162,5,4,3,5,5,5,2,5,5,3,1,2,1,4,2
2163,5,4,3,5,5,5,2,5,5,3,1,2,2,1,1
2164,3,5,5,3,4,4,4,3,4,3,2,1,2,4,2
2165,4,5,4,4,4,4,4,3,4,3,2,1,1,1,2
2166,3,2,5,3,2,2,1,4,3,2,1,3,2,2,2
2167,5,3,3,5,3,5,2,5,5,3,1,2,1,5,1
2168,5,4,3,5,5,5,2,5,5,3,1,2,1,2,1
2169,3,5,5,3,4,4,4,3,4,3,2,1,1,3,2
2170,3,5,5,3,4,4,4,4,3,1,2,3,1,2,2
2171,2,2,2,2,2,2,1,2,2,3,1,2,2,2,2
2172,4,3,4,4,3,3,3,3,4,3,1,2,1,1,1
2173,4,3,4,4,3,3,3,5,4,2,1,3,2,1,2
2174,5,4,3,5,5,5,2,5,5,3,1,2,1,2,2
2175,3,5,5,3,4,4,4,4,3,1,2,3,2,5,1
2176,3,5,5,3,2,4,4,4,3,1,2,3,1,1,1
2177,3,5,5,3,4,4,4,3,4,3,2,1,1,1,2
2178,3,5,5,3,4,4,4,3,4,3,2,1,2,1,1
2179,5,4,3,5,5,5,2,5,5,3,1,2,1,1,2
2180,5,4,3,5,5,5,2,5,5,3,1,2,1,2,1
2181,1,1,1,1,1,1,5,1,1,2,3,1,1,5,2
2182,4,3,4,4,4,3,3,3,4,3,1,2,1,2,2
2183,5,4,3,5,5,5,2,5,5,3,1,2,1,2,2
2184,4,3,4,4,4,3,3,3,4,3,1,2,1,2,2
2185,4,5,4,4,4,4,4,3,4,3,2,1,1,2,2
2186,3,5,5,3,4,4,4,4,3,1,2,3,1,4,2
2187,3,5,5,3,4,4,4,4,3,1,2,3,1,2,2
2188,2,2,2,2,2,2,1,2,2,3,1,2,2,2,2
2189,3,5,5,3,4,4,4,3,4,3,2,1,1,2,2
2190,5,4,3,5,5,5,2,5,5,3,1,2,1,5,2
2191,3,5,5,3,2,4,4,4,3,1,2,3,2,1,2
2192,5,4,3,5,5,5,2,5,5,3,1,2,1,1,1
2193,5,4,3,5,5,5,2,5,5,3,1,2,2,2,2
2194,2,2,2,2,1,2,1,2,2,3,1,2,1,3,2
2195,4,3,4,4,3,3,3,5,5,3,1,2,2,1,2
2196,4,3,4,4,4,3,3,3,4,3,1,2,1,4,1
2197,2,2,2,2,2,2,1,4,3,2,1,3,1,4,2
2198,5,4,3,5,5,5,2,5,5,3,1,2,1,3,2
2199,4,3,4,4,3,3,3,5,5,3,1,2,2,4,2
2200,2,2,2,2,2,2,1,4,3,2,1,3,2,4,1
2201,2,2,2,2,2,2,1,4,3,2,1,3,2,4,2
2202,3,5,5,3,2,2,1,4,3,2,1,3,1,2,2
2203,5,3,3,5,3,5,2,5,5,3,1,2,1,4,2
2204,1,1,1,1,1,1,5,1,1,2,3,1,1,2,1
2205,5,4,3,5,5,5,2,5,5,3,1,2,1,3,2
2206,4,3,4,4,3,3,3,3,4,3,1,2,2,3,1
2207,4,5,4,4,4,4,4,3,4,3,2,1,2,1,2
2208,1,1,1,1,1,1,5,1,1,2,3,1,1,5,2
2209,2,2,2,2,1,2,1,2,2,3,1,2,1,4,2
2210,5,4,3,5,5,5,2,5,5,3,1,2,1,2,1
2211,4,3,4,4,3,3,3,5,4,2,1,3,2,1,1
2212,3,5,5,3,4,4,4,4,3,1,2,3,2,2,2
2213,5,4,3,5,5,5,2,5,5,3,1,2,1,2,1
2214,5,4,3,5,5,5,2,5,5,3,1,2,1,2,2
2215,5,3,3,5,3,5,2,5,5,3,1,2,2,2,2
2216,4,3,4,4,3,3,3,3,4,3,1,2,2,5,2
2217,5,4,3,5,5,5,2,5,5,3,1,2,1,4,2
2218,4,3,4,4,3,3,3,5,4,2,1,3,1,1,2
2219,5,4,3,5,5,5,2,5,5,3,1,2,1,1,2
2220,5,4,3,5,5,5,2,5,5,3,1,2,2,1,2
2221,5,4,3,5,5,5,2,5,5,3,1,2,2,1,2
2222,5,4,3,5,5,5,2,5,5,3,1,2,2,2,2
2223,2,2,2,2,2,2,1,2,2,3,1,2,1,3,1
2224,4,5,4,4,4,4,4,3,4,3,2,1,1,4,1
2225,4,3,4,4,3,3,3,5,4,2,1,3,2,2,2
2226,3,5,5,3,2,2,1,4,3,2,1,3,2,2,2
2227,2,2,2,2,2,2,1,2,2,3,1,2,1,2,2
2228,3,5,5,3,2,4,4,4,3,1,2,3,1,1,2
2229,4,3,4,4,4,4,4,3,4,3,2,1,2,1,2
2230,5,4,3,5,5,5,2,5,5,3,1,2,2,2,2
2231,3,5,5,3,2,4,4,4,3,1,2,3,2,1,2
2232,5,4,3,5,5,5,2,5,5,3,1,2,1,3,2
2233,5,4,3,5,3,5,2,5,5,3,1,2,1,3,2
2234,1,1,1,1,1,1,5,1,1,2,3,1,2,2,2
2235,5,4,3,5,5,5,2,5,5,3,1,2,1,3,2
2236,4,5,4,4,4,4,4,3,4,3,2,1,1,3,2
2237,4,3,4,4,3,3,3,5,5,3,1,2,1,2,2
2238,3,5,5,3,4,4,4,3,4,3,2,1,1,2,2
2239,5,4,3,5,5,5,2,5,5,3,1,2,1,2,2
2240,2,2,2,2,2,2,1,2,2,3,1,2,2,1,2
2241,4,3,4,4,3,3,3,5,4,2,1,3,1,1,2
2242,3,5,5,3,2,2,1,4,3,2,1,3,2,3,2
2243,5,4,3,5,5,5,2,5,5,3,1,2,1,1,2
2244,1,1,1,1,1,1,5,1,1,2,3,1,1,2,1
2245,2,2,2,2,2,2,1,4,3,2,1,3,1,3,2
2246,4,3,4,4,3,3,3,3,4,3,1,2,2,2,1
2247,4,3,4,4,3,3,3,3,4,3,1,2,1,2,1
2248,5,4,3,5,5,5,2,5,5,3,1,2,1,1,2
2249,2,2,2,2,1,2,1,2,2,3,1,2,2,2,2
2250,4,3,4,4,3,3,3,3,4,3,1,2,1,2,2
2251,5,4,3,5,5,5,2,5,5,3,1,2,1,2,2
2252,3,5,5,3,2,2,1,4,3,2,1,3,1,3,2
2253,5,4,3,5,5,5,2,5,5,3,1,2,2,3,2
2254,2,2,2,2,2,2,1,2,2,3,1,2,1,1,1
2255,3,5,5,3,2,4,4,4,3,1,2,3,1,2,2
2256,1,1,1,1,1,1,5,1,1,2,3,1,1,1,2
2257,4,3,4,4,3,3,3,5,4,2,1,3,2,2,2
2258,4,3,4,4,3,3,3,5,4,2,1,3,2,1,1
2259,4,3,4,4,3,3,3,3,4,3,1,2,1,1,1
2260,1,1,1,1,1,1,5,1,1,2,3,1,2,2,2
2261,1,1,1,1,1,1,5,1,1,2,3,1,1,1,2
2262,1,1,1,1,1,1,5,1,1,2,3,1,2,1,2
2263,2,2,2,2,2,2,1,2,2,3,1,2,2,5,2
2264,3,5,5,3,4,4,4,3,4,3,2,1,1,1,2
2265,5,4,3,5,5,5,2,5,5,3,1,2,1,4,2
2266,4,3,4,4,4,4,4,3,4,3,2,1,2,2,2
2267,5,4,3,5,5,5,2,5,5,3,1,2,1,2,2
2268,1,1,1,1,1,1,5,1,1,2,3,1,1,2,1
2269,4,3,4,4,4,3,3,3,4,3,1,2,1,2,1
2270,1,1,1,1,1,1,5,1,1,2,3,1,2,1,1
2271,4,3,4,4,3,3,3,5,4,2,1,3,2,2,1
2272,3,2,5,3,2,2,1,4,3,2,1,3,2,2,2
2273,1,1,1,1,1,1,5,1,1,2,3,1,1,4,2
2274,5,4,3,5,5,5,2,5,5,3,1,2,1,1,1
2275,5,4,3,5,5,5,2,5,5,3,1,2,1,2,2
2276,3,5,5,3,4,4,4,4,3,1,2,3,2,4,2
2277,2,2,2,2,1,2,1,2,2,3,1,2,1,3,2
2278,5,4,3,5,5,5,2,5,5,3,1,2,1,2,2
2279,4,3,4,4,4,3,3,3,4,3,1,2,2,3,2
2280,4,3,4,4,4,4,4,3,4,3,2,1,1,2,1
2281,5,4,3,5,5,5,2,5,5,3,1,2,2,2,2
2282,5,4,3,5,5,5,2,5,5,3,1,2,2,1,1
2283,4,3,4,4,3,3,3,5,5,3,1,2,2,2,2
2284,4,5,4,4,4,4,4,3,4,3,2,1,1,2,2
2285,4,3,4,4,3,3,3,3,4,3,1,2,1,2,2
2286,1,1,1,1,1,1,5,1,1,2,3,1,2,3,2
2287,4,3,4,4,3,3,3,5,5,3,1,2,2,2,2
2288,3,5,5,3,2,2,1,4,3,2,1,3,1,2,2
2289,5,4,3,5,5,5,2,5,5,3,1,2,1,4,2
2290,3,2,5,3,2,2,1,4,3,2,1,3,1,1,2
2291,5,4,3,5,5,5,2,5,5,3,1,2,1,5,2
2292,3,5,5,3,4,4,4,3,4,3,2,1,2,2,2
2293,3,5,5,3,4,4,4,3,4,3,2,1,1,2,2
2294,2,2,2,2,2,2,1,4,3,2,1,3,1,1,1
2295,5,4,3,5,5,5,2,5,5,3,1,2,1,2,2
2296,5,4,3,5,3,5,2,5,5,3,1,2,2,3,1
2297,4,3,4,4,3,3,3,5,4,2,1,3,2,3,1
2298,3,5,5,3,4,4,4,3,4,3,2,1,2,2,2
2299,4,3,4,4,4,3,3,3,4,3,1,2,2,2,2
2300,5,4,3,5,5,5,2,5,5,3,1,2,1,1,2
2301,5,4,3,5,5,5,2,5,5,3,1,2,2,2,2
2302,4,3,4,4,3,3,3,5,5,3,1,2,1,2,2
2303,2,2,2,2,1,2,1,2,2,3,1,2,2,1,2
2304,3,5,5,3,4,4,4,3,4,3,2,1,2,2,1
2305,5,4,3,5,5,5,2,5,5,3,1,2,2,1,2
2306,3,5,5,3,2,2,1,4,3,2,1,3,1,5,2
2307,2,2,2,2,1,2,1,2,2,3,1,2,1,2,2
2308,4,3,4,4,3,3,3,3,4,3,1,2,1,3,2
2309,5,3,3,5,3,5,2,5,5,3,1,2,2,4,1
2310,4,3,4,4,3,3,3,5,4,2,1,3,3,2,2
2311,5,4,3,5,5,5,2,5,5,3,1,2,1,1,2
2312,4,3,4,4,4,3,3,3,4,3,1,2,1,2,2
2313,5,3,3,5,3,5,2,5,5,3,1,2,2,2,2
2314,4,3,4,4,3,3,3,5,5,3,1,2,1,4,2
2315,4,3,4,4,3,3,3,5,5,3,1,2,2,2,1
2316,5,4,3,5,5,5,2,5,5,3,1,2,1,5,2
2317,2,2,2,2,2,2,1,2,2,3,1,2,1,1,2
2318,3,5,5,3,4,4,4,4,3,1,2,3,1,1,2
2319,2,2,2,2,2,2,1,4,3,2,1,3,1,4,1
2320,3,5,5,3,2,4,4,4,3,1,2,3,1,2,2
2321,4,3,4,4,3,3,3,5,5,3,1,2,1,2,2
2322,4,3,4,4,3,3,3,5,4,2,1,3,1,3,2
2323,4,3,4,4,4,3,3,3,4,3,1,2,2,3,2
2324,5,3,3,5,3,5,2,5,5,3,1,2,2,2,2
2325,3,5,5,3,4,4,4,3,4,3,2,1,1,2,2
2326,2,2,2,2,2,2,1,2,2,3,1,2,1,2,2
2327,2,2,2,2,1,2,1,2,2,3,1,2,2,1,1
2328,5,4,3,5,5,5,2,5,5,3,1,2,2,1,2
2329,5,4,3,5,5,5,2,5,5,3,1,2,2,2,2
2330,2,2,2,2,2,2,1,4,3,2,1,3,1,3,2
2331,1,1,1,1,1,1,5,1,1,2,3,1,2,2,2
2332,3,5,5,3,4,4,4,4,3,1,2,3,1,2,2
2333,2,1,2,2,1,2,1,2,2,3,1,2,2,1,1
2334,3,5,5,3,4,4,4,3,4,3,2,1,1,2,1
2335,5,4,3,5,5,5,2,5,5,3,1,2,1,2,2
2336,2,2,2,2,2,2,1,4,3,2,1,3,1,2,2
2337,4,3,4,4,3,3,3,5,4,2,1,3,2,1,2
2338,2,2,2,2,2,2,1,4,3,2,1,3,1,3,2
2339,3,5,5,3,2,2,1,4,3,2,1,3,2,1,2
2340,1,1,1,1,1,1,5,1,1,2,3,1,1,1,2
2341,5,4,3,5,5,5,2,5,5,3,1,2,2,3,1
2342,5,4,3,5,5,5,2,5,5,3,1,2,1,2,2
2343,5,4,3,5,5,5,2,5,5,3,1,2,2,1,2
2344,4,3,4,4,3,3,3,3,4,3,1,2,1,2,1
2345,1,1,1,1,1,1,5,1,1,2,3,1,2,3,2
2346,1,1,1,1,1,1,5,1,1,2,3,1,1,2,2
2347,2,2,2,2,1,2,1,2,2,3,1,2,2,1,2
2348,3,2,5,3,2,2,1,4,3,2,1,3,1,2,1
2349,3,2,5,3,2,2,1,4,3,2,1,3,2,2,2
2350,5,4,3,5,5,5,2,5,5,3,1,2,2,2,1
2351,3,5,5,3,4,4,4,4,3,1,2,3,1,3,2
2352,4,5,4,4,4,4,4,3,4,3,2,1,1,1,2
2353,4,3,4,4,3,3,3,5,4,2,1,3,1,1,1
2354,4,3,4,4,4,4,4,3,4,3,2,1,1,2,2
2355,5,4,3,5,5,5,2,5,5,3,1,2,2,1,2
2356,5,4,3,5,5,5,2,5,5,3,1,2,2,2,2
2357,5,4,3,5,5,5,2,5,5,3,1,2,1,2,2
2358,5,4,3,5,5,5,2,5,5,3,1,2,1,2,2
2359,2,2,2,2,1,2,1,2,2,3,1,2,2,1,2
2360,4,3,4,4,4,3,3,3,4,3,1,2,1,1,2
2361,5,4,3,5,3,5,2,5,5,3,1,2,2,1,2
2362,5,4,3,5,5,5,2,5,5,3,1,2,1,2,1
2363,4,3,4,4,3,3,3,3,4,3,1,2,1,5,2
2364,3,5,5,3,2,2,1,4,3,2,1,3,1,4,2
2365,5,3,3,5,3,5,2,5,5,3,1,2,2,1,1
2366,5,4,3,5,5,5,2,5,5,3,1,2,1,3,2
2367,4,3,4,4,3,3,3,3,4,3,1,2,1,1,2
2368,5,4,3,5,3,5,2,5,5,3,1,2,2,2,2
2369,2,2,2,2,1,2,1,2,2,3,1,2,1,2,1
2370,4,3,4,4,3,3,3,5,5,3,1,2,1,1,2
2371,4,3,4,4,3,3,3,5,5,3,1,2,1,2,2
2372,5,4,3,5,5,5,2,5,5,3,1,2,2,1,1
2373,3,5,5,3,2,2,1,4,3,2,1,3,2,2,2
2374,4,5,4,4,4,4,4,3,4,3,2,1,1,2,2
2375,5,4,3,5,5,5,2,5,5,3,1,2,1,5,1
2376,5,4,3,5,5,5,2,5,5,3,1,2,1,1,1
2377,5,4,3,5,5,5,2,5,5,3,1,2,1,1,2
2378,5,4,3,5,5,5,2,5,5,3,1,2,2,1,2
2379,1,1,1,1,1,1,5,1,1,2,3,1,1,2,1
2380,3,5,5,3,4,4,4,3,4,3,2,1,1,2,2
2381,3,5,5,3,2,4,4,4,3,1,2,3,2,1,2
2382,1,1,1,1,1,1,5,1,1,2,3,1,1,3,2
2383,4,3,4,4,3,3,3,5,4,2,1,3,1,1,2
2384,1,1,1,1,1,1,5,1,1,2,3,1,2,3,2
2385,1,1,1,1,1,1,5,1,1,2,3,1,2,2,2
2386,1,1,1,1,1,1,5,1,1,2,3,1,2,4,1
2387,5,4,3,5,5,5,2,5,5,3,1,2,1,2,1
2388,2,2,2,2,2,2,1,4,3,2,1,3,1,2,1
2389,4,3,4,4,3,3,3,5,4,2,1,3,2,2,1
2390,4,3,4,4,3,3,3,5,4,2,1,3,2,3,2
2391,5,4,3,5,3,5,2,5,5,3,1,2,3,1,2
2392,4,5,4,4,4,4,4,3,4,3,2,1,1,2,2
2393,5,4,3,5,5,5,2,5,5,3,1,2,2,1,2
2394,5,4,3,5,5,5,2,5,5,3,1,2,1,2,2
2395,5,4,3,5,5,5,2,5,5,3,1,2,2,1,2
2396,3,5,5,3,2,4,4,4,3,1,2,3,2,5,2
2397,1,1,1,1,1,1,5,1,1,2,3,1,2,1,2
2398,2,2,2,2,2,2,1,4,3,2,1,3,1,5,2
2399,2,2,2,2,2,2,1,4,3,2,1,3,1,2,1
2400,4,3,4,4,3,3,3,5,4,2,1,3,2,2,1
2401,4,3,4,4,3,3,3,5,4,2,1,3,1,2,2
2402,3,5,5,3,2,4,4,4,3,1,2,3,1,1,2
2403,3,5,5,3,2,4,4,4,3,1,2,3,1,2,1
2404,4,3,4,4,3,3,3,5,5,3,1,2,1,2,1
2405,4,3,4,4,3,3,3,5,4,2,1,3,1,2,2
2406,1,1,1,1,1,1,5,1,1,2,3,1,1,2,2
2407,2,2,2,2,2,2,1,4,3,2,1,3,1,1,2
2408,5,3,3,5,3,5,2,5,5,3,1,2,1,1,2
2409,4,3,4,4,3,3,3,5,4,2,1,3,1,2,2
2410,5,4,3,5,3,5,2,5,5,3,1,2,1,1,1
2411,4,3,4,4,3,3,3,3,4,3,1,2,1,3,1
2412,5,4,3,5,5,5,2,5,5,3,1,2,1,3,2
2413,3,5,5,3,4,4,4,3,4,3,2,1,1,2,2
2414,2,2,2,2,2,2,1,4,3,2,1,3,1,2,1
2415,4,3,4,4,4,3,3,3,4,3,1,2,1,2,2
2416,3,2,5,3,2,2,1,4,3,2,1,3,1,2,2
2417,5,4,3,5,5,5,2,5,5,3,1,2,1,2,2
2418,5,4,3,5,5,5,2,5,5,3,1,2,2,2,2
2419,1,1,1,1,1,1,5,1,1,2,3,1,2,2,2
2420,4,3,4,4,4,3,3,3,4,3,1,2,1,5,2
2421,3,5,5,3,4,4,4,3,4,3,2,1,1,1,2
2422,3,5,5,3,4,4,4,3,4,3,2,1,1,2,1
2423,1,1,1,1,1,1,5,1,1,2,3,1,2,2,2
2424,5,4,3,5,5,5,2,5,5,3,1,2,1,5,2
2425,5,4,3,5,5,5,2,5,5,3,1,2,1,3,2
2426,4,3,4,4,3,3,3,5,4,2,1,3,2,4,2
2427,2,2,2,2,2,2,1,4,3,2,1,3,2,3,2
2428,2,2,2,2,2,2,1,2,2,3,1,2,2,1,2
2429,1,1,1,1,1,1,5,1,1,2,3,1,2,4,2
2430,5,4,3,5,5,5,2,5,5,3,1,2,1,4,1
2431,3,5,5,3,2,4,4,4,3,1,2,3,2,2,2
2432,2,1,2,2,1,2,1,2,2,3,1,2,2,3,2
2433,2,1,2,2,1,2,1,2,2,3,1,2,1,1,2
2434,2,2,2,2,2,2,1,2,2,3,1,2,2,2,2
2435,4,3,4,4,4,3,3,3,4,3,1,2,1,2,2
2436,5,4,3,5,5,5,2,5,5,3,1,2,2,1,2
2437,5,3,3,5,3,5,2,5,5,3,1,2,2,4,2
2438,5,4,3,5,5,5,2,5,5,3,1,2,1,4,2
2439,4,3,4,4,3,3,3,5,4,2,1,3,1,3,2
2440,4,3,4,4,4,3,3,3,4,3,1,2,1,5,1
2441,4,3,4,4,4,3,3,3,4,3,1,2,1,2,2
2442,5,4,3,5,5,5,2,5,5,3,1,2,2,2,2
2443,4,3,4,4,3,3,3,3,4,3,1,2,1,4,1
2444,3,5,5,3,4,4,4,4,3,1,2,3,1,2,1
2445,3,5,5,3,2,2,1,4,3,2,1,3,1,2,2
2446,5,4,3,5,5,5,2,5,5,3,1,2,1,1,1
2447,5,4,3,5,5,5,2,5,5,3,1,2,1,1,2
2448,5,4,3,5,5,5,2,5,5,3,1,2,1,2,1
2449,4,3,4,4,3,3,3,5,4,2,1,3,1,3,2
2450,5,4,3,5,5,5,2,5,5,3,1,2,1,4,2
2451,4,3,4,4,3,3,3,5,4,2,1,3,2,1,2
2452,5,4,3,5,5,5,2,5,5,3,1,2,1,1,2
2453,4,3,4,4,3,3,3,5,4,2,1,3,1,1,1
2454,3,5,5,3,2,4,4,4,3,1,2,3,1,2,2
2455,3,5,5,3,4,4,4,4,3,1,2,3,1,4,1
2456,4,3,4,4,3,3,3,5,5,3,1,2,1,3,2
2457,2,2,2,2,2,2,1,2,2,3,1,2,1,2,2
2458,5,3,3,5,3,5,2,5,5,3,1,2,2,1,2
2459,5,4,3,5,5,5,2,5,5,3,1,2,1,2,2
2460,5,3,3,5,3,5,2,5,5,3,1,2,1,5,2
2461,1,1,1,1,1,1,5,1,1,2,3,1,2,2,2
2462,1,1,1,1,1,1,5,1,1,2,3,1,1,1,2
2463,2,2,2,2,2,2,1,4,3,2,1,3,2,1,2
2464,4,3,4,4,4,3,3,3,4,3,1,2,2,2,2
2465,3,5,5,3,4,4,4,4,3,1,2,3,1,1,2
2466,5,4,3,5,5,5,2,5,5,3,1,2,1,4,1
2467,2,2,2,2,1,2,1,2,2,3,1,2,1,2,2
2468,5,4,3,5,5,5,2,5,5,3,1,2,1,5,2
2469,2,2,2,2,2,2,1,2,2,3,1,2,1,4,1
2470,3,5,5,3,4,4,4,3,4,3,2,1,1,3,2
2471,5,4,3,5,5,5,2,5,5,3,1,2,1,2,1
2472,4,3,4,4,4,4,4,3,4,3,2,1,2,3,2
2473,5,4,3,5,5,5,2,5,5,3,1,2,1,2,1
2474,5,4,3,5,5,5,2,5,5,3,1,2,2,2,2
2475,5,4,3,5,3,5,2,5,5,3,1,2,1,1,2
2476,2,2,2,2,2,2,1,2,2,3,1,2,2,1,2
2477,3,5,5,3,2,2,1,4,3,2,1,3,2,2,2
2478,5,4,3,5,5,5,2,5,5,3,1,2,1,3,1
2479,3,5,5,3,2,2,1,4,3,2,1,3,1,2,1
2480,5,4,3,5,5,5,2,5,5,3,1,2,2,1,1
2481,3,5,5,3,4,4,4,3,4,3,2,1,1,1,2
2482,4,5,4,4,4,4,4,3,4,3,2,1,1,1,2
2483,5,4,3,5,5,5,2,5,5,3,1,2,1,2,2
2484,3,5,5,3,4,4,4,3,4,3,2,1,2,1,2
2485,1,1,1,1,1,1,5,1,1,2,3,1,1,3,2
2486,3,5,5,3,2,2,1,4,3,2,1,3,1,5,2
2487,4,3,4,4,4,4,4,3,4,3,2,1,1,2,2
2488,5,4,3,5,5,5,2,5,5,3,1,2,1,2,2
2489,1,1,1,1,1,1,5,1,1,2,3,1,1,3,2
2490,3,5,5,3,4,4,4,4,3,1,2,3,1,1,2
2491,5,4,3,5,5,5,2,5,5,3,1,2,1,5,2
2492,2,2,2,2,2,2,1,4,3,2,1,3,1,4,2
2493,4,3,4,4,4,4,4,3,4,3,2,1,1,2,2
2494,4,3,4,4,3,3,3,5,4,2,1,3,1,3,2
2495,4,3,4,4,3,3,3,5,4,2,1,3,3,5,2
2496,4,3,4,4,3,3,3,5,4,2,1,3,2,1,2
2497,4,3,4,4,4,3,3,3,4,3,1,2,3,1,1
2498,3,5,5,3,2,4,4,4,3,1,2,3,1,2,2
2499,4,3,4,4,3,3,3,5,5,3,1,2,1,2,2
2500,3,5,5,3,2,4,4,4,3,1,2,3,1,2,2
2501,5,4,3,5,5,5,2,5,5,3,1,2,2,1,2
2502,4,3,4,4,3,3,3,5,5,3,1,2,1,4,2
2503,4,3,4,4,3,3,3,5,4,2,1,3,1,1,2
2504,3,5,5,3,2,2,1,4,3,2,1,3,1,2,2
2505,5,4,3,5,5,5,2,5,5,3,1,2,2,2,1
2506,5,4,3,5,5,5,2,5,5,3,1,2,1,1,2
2507,4,3,4,4,3,3,3,3,4,3,1,2,1,2,2
2508,5,4,3,5,5,5,2,5,5,3,1,2,1,2,2
2509,2,2,2,2,2,2,1,2,2,3,1,2,2,2,2
2510,5,4,3,5,5,5,2,5,5,3,1,2,2,2,2
2511,5,4,3,5,5,5,2,5,5,3,1,2,1,1,2
2512,5,4,3,5,5,5,2,5,5,3,1,2,2,4,1
2513,1,1,1,1,1,1,5,1,1,2,3,1,2,3,1
2514,5,4,3,5,5,5,2,5,5,3,1,2,2,2,2
2515,4,3,4,4,3,3,3,5,4,2,1,3,1,1,2
2516,3,5,5,3,2,2,1,4,3,2,1,3,2,1,2
2517,5,4,3,5,5,5,2,5,5,3,1,2,2,2,1
2518,5,4,3,5,5,5,2,5,5,3,1,2,1,1,2
2519,3,5,5,3,4,4,4,3,4,3,2,1,1,1,2
2520,4,3,4,4,3,3,3,3,4,3,1,2,1,2,2
2521,3,5,5,3,4,4,4,4,3,1,2,3,2,2,1
2522,5,4,3,5,5,5,2,5,5,3,1,2,2,2,2
2523,2,2,2,2,2,2,1,2,2,3,1,2,2,2,2
2524,4,3,4,4,3,3,3,5,5,3,1,2,1,2,2
2525,3,5,5,3,2,2,1,4,3,2,1,3,2,1,2
2526,3,5,5,3,2,4,4,4,3,1,2,3,1,2,2
2527,5,3,3,5,3,5,2,5,5,3,1,2,2,5,2
2528,2,2,2,2,2,2,1,4,3,2,1,3,1,2,2
2529,1,1,1,1,1,1,5,1,1,2,3,1,1,1,2
2530,3,5,5,3,4,4,4,4,3,1,2,3,1,1,1
2531,4,5,4,4,4,4,4,3,4,3,2,1,1,2,2
2532,5,4,3,5,5,5,2,5,5,3,1,2,1,2,2
2533,5,3,3,5,3,5,2,5,5,3,1,2,1,2,2
2534,4,3,4,4,3,3,3,5,4,2,1,3,2,1,1
2535,1,1,1,1,1,1,5,1,1,2,3,1,1,3,1
2536,2,2,2,2,1,2,1,2,2,3,1,2,1,1,2
2537,2,2,2,2,2,2,1,2,2,3,1,2,2,3,1
2538,2,2,2,2,2,2,1,2,2,3,1,2,1,5,2
2539,1,1,1,1,1,1,5,1,1,2,3,1,2,2,2
2540,4,3,4,4,3,3,3,3,4,3,1,2,1,1,2
2541,5,4,3,5,5,5,2,5,5,3,1,2,2,3,1
2542,5,4,3,5,5,5,2,5,5,3,1,2,2,2,2
2543,4,3,4,4,3,3,3,5,4,2,1,3,2,2,2
2544,4,3,4,4,3,3,3,3,4,3,1,2,1,2,2
2545,5,4,3,5,3,5,2,5,5,3,1,2,2,3,2
2546,5,4,3,5,5,5,2,5,5,3,1,2,1,3,2
2547,1,1,1,1,1,1,5,1,1,2,3,1,1,3,2
2548,5,3,3,5,3,5,2,5,5,3,1,2,1,3,2
2549,5,4,3,5,5,5,2,5,5,3,1,2,1,3,2
2550,5,4,3,5,5,5,2,5,5,3,1,2,1,4,2
2551,3,5,5,3,4,4,4,4,3,1,2,3,1,1,2
2552,5,4,3,5,5,5,2,5,5,3,1,2,2,3,1
2553,3,5,5,3,2,4,4,4,3,1,2,3,1,2,2
